id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,nom_commune,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,lot1_surface_carrez,lot2_surface_carrez,lot3_surface_carrez,lot4_surface_carrez,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,day_mutation,month_mutation
2021-266,2021-01-28,1,Vente,1668000.0,3.0,,BD VOLTAIRE,3760,1000.0,Bourg-en-Bresse,,,01053000AO0137,,,,,,,0,,,,,AB,terrains a bâtir,,,6613.0,,,28,1
2021-1256,2021-04-16,1,Vente,79000.0,,,PASSANT,B219,1570.0,Feillens,,,011590000C0567,,,,,,,0,,,,,T,terres,,,2948.0,,,16,4
2021-1260,2021-04-16,1,Vente,37000.0,,,PASSANT,B219,1570.0,Feillens,,,011590000C0566,,,,,,,0,,,,,T,terres,,,1247.0,,,16,4
2021-1689,2021-06-02,2,Vente,236.0,,,DOMAINE DE L HOPITAL,B055,1340.0,Bresse Vallons,,,01130154ZC0121,,,,,,,0,,,,,T,terres,,,704.0,,,2,6
2021-1811,2021-05-19,1,Vente,50000.0,,,AU LIARDET,B052,1270.0,Villemotier,,,01445000ZH0173,,,,,,,0,,,,,AB,terrains a bâtir,,,505.0,,,19,5
2021-1814,2021-06-04,2,Vente,220000.0,,,BRUX OUEST,B042,1570.0,Feillens,,,01159000AB0378,,,,,,,0,,,,,S,sols,,,921.0,,,4,6
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,4.0,Local industriel. commercial ou assimilé,16.0,0.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,1.0,Maison,150.0,5.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,2.0,Appartement,128.0,5.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,140.0,,RUE DU CHATEAU,0005,1160.0,Varambon,,,014300000C1350,,,,,,,0,2.0,Appartement,49.0,3.0,S,sols,,,454.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,,,CHATEAU DE VARAMBON,B017,1160.0,Varambon,,,014300000C1351,,,,,,,0,,,,,S,sols,,,546.0,,,26,5
2021-1825,2021-05-26,2,Vente,156500.0,,,CHATEAU DE VARAMBON,B017,1160.0,Varambon,,,014300000C1352,,,,,,,0,,,,,P,prés,,,1003.0,,,26,5
2021-1857,2021-06-10,2,Vente,80000.0,276.0,,RUE DU PERRON,0167,1290.0,Saint-Jean-sur-Veyle,,,013650000C1917,,,,,,,0,,,,,S,sols,,,418.0,,,10,6
2021-1857,2021-06-10,2,Vente,80000.0,276.0,,RUE DU PERRON,0167,1290.0,Saint-Jean-sur-Veyle,,,013650000C1918,,,,,,,0,,,,,S,sols,,,45.0,,,10,6
2021-1860,2021-06-03,2,Vente,1743.0,,,LA COTE,B069,1160.0,Druillat,,,011510000E1160,,,,,,,0,,,,,T,terres,,,190.0,,,3,6
2021-1860,2021-06-03,2,Vente,1743.0,,,LA COTE,B069,1160.0,Druillat,,,011510000E1161,,,,,,,0,,,,,P,prés,,,391.0,,,3,6
2021-1866,2021-06-01,3,Vente,150000.0,757.0,,RTE DE CERTINES,0065,1240.0,Lent,,,012110000A1333,,,,,,,0,1.0,Maison,120.0,4.0,S,sols,,,1438.0,,,1,6
2021-1866,2021-06-01,3,Vente,150000.0,,,GRAND CHAMP,B058,1240.0,Lent,,,012110000A1335,,,,,,,0,,,,,T,terres,,,193.0,,,1,6
2021-1866,2021-06-01,3,Vente,150000.0,,,GRAND CHAMP,B058,1240.0,Lent,,,012110000A1337,,,,,,,0,,,,,T,terres,,,235.0,,,1,6
2021-1866,2021-06-01,3,Vente,150000.0,,,GRAND CHAMP,B058,1240.0,Lent,,,012110000A1339,,,,,,,0,,,,,T,terres,,,83.0,,,1,6
2021-1866,2021-06-01,3,Vente,150000.0,,,MAILLARD,B071,1240.0,Lent,,,012110000A1341,,,,,,,0,,,,,P,prés,,,266.0,,,1,6
2021-1878,2021-05-27,2,Vente,245000.0,40.0,,AV MAGINOT,2420,1000.0,Bourg-en-Bresse,,,01053000BN0393,,,,,,,0,,,,,S,sols,,,38.0,,,27,5
2021-1878,2021-05-27,2,Vente,245000.0,40.0,,AV MAGINOT,2420,1000.0,Bourg-en-Bresse,,,01053000BN0394,,,,,,,0,,,,,S,sols,,,25.0,,,27,5
2021-1881,2021-06-08,2,Vente,96360.0,,,A LA GARDE,B064,1250.0,Tossiat,,,014220000B1486,,,,,,,0,,,,,T,terres,,,8.0,,,8,6
2021-1881,2021-06-08,2,Vente,96360.0,,,A LA GARDE,B064,1250.0,Tossiat,,,014220000B1487,,,,,,,0,,,,,T,terres,,,795.0,,,8,6
2021-1887,2021-05-25,2,Vente,227000.0,,,LE VILLAGE,B156,1250.0,Jasseron,,,01195000AD0743,,,,,,,0,,,,,S,sols,,,342.0,,,25,5
2021-1887,2021-05-25,2,Vente,227000.0,,,LE VILLAGE,B156,1250.0,Jasseron,,,01195000AD0745,,,,,,,0,,,,,AB,terrains a bâtir,,,16.0,,,25,5
2021-1891,2021-05-26,2,Vente,500.0,,,LE DIXME BRULE,B055,1250.0,Simandre-sur-Suran,,,014080000D0936,,,,,,,0,,,,,P,prés,,,175.0,,,26,5
2021-1904,2021-05-31,2,Vente,320000.0,135.0,,CHE DU PAVILLON,0340,1160.0,Saint-Martin-du-Mont,,,01374000ZB0321,,,,,,,0,3.0,Dépendance,,0.0,,,,,,,,31,5
2021-1904,2021-05-31,2,Vente,320000.0,135.0,,CHE DU PAVILLON,0340,1160.0,Saint-Martin-du-Mont,,,01374000ZB0321,,,,,,,0,3.0,Dépendance,,0.0,,,,,,,,31,5
2021-1904,2021-05-31,2,Vente,320000.0,135.0,,CHE DU PAVILLON,0340,1160.0,Saint-Martin-du-Mont,,,01374000ZB0321,,,,,,,0,1.0,Maison,130.0,6.0,,,,,,,,31,5
2021-1906,2021-05-25,2,Vente,60000.0,,,LA DARDAINE,B084,1380.0,Bâgé-Dommartin,,,010250000F2757,,,,,,,0,,,,,T,terres,,,1175.0,,,25,5
2021-1906,2021-05-25,2,Vente,60000.0,,,LA DARDAINE,B084,1380.0,Bâgé-Dommartin,,,010250000F2761,,,,,,,0,,,,,T,terres,,,40.0,,,25,5
2021-1921,2021-05-28,2,Vente,147500.0,3.0,B,IMP GABRIEL VICAIRE,1600,1000.0,Bourg-en-Bresse,,,01053000AC0613,,,,,,,0,,,,,S,sols,,,15.0,,,28,5
2021-1921,2021-05-28,2,Vente,147500.0,3.0,B,IMP GABRIEL VICAIRE,1600,1000.0,Bourg-en-Bresse,,,01053000AC0614,,,,,,,0,,,,,S,sols,,,22.0,,,28,5
2021-1936,2021-04-27,1,Vente,22347.0,,,MONTRILLON,B076,1190.0,Boz,,,010570000A1527,,,,,,,0,,,,,S,sols,,,135.0,,,27,4
2021-1936,2021-04-27,1,Vente,22347.0,,,MONTRILLON,B076,1190.0,Boz,,,010570000A1528,,,,,,,0,,,,,P,prés,,,754.0,,,27,4
2021-1936,2021-04-27,1,Vente,22347.0,,,MONTRILLON,B076,1190.0,Boz,,,010570000A1529,,,,,,,0,,,,,P,prés,,,2311.0,,,27,4
2021-1955,2021-06-24,2,Vente,7000.0,,,QUARTIER JAYR,B205,1440.0,Viriat,,,01451000AI0208,,,,,,,0,,,,,P,prés,,,1359.0,,,24,6
2021-1961,2021-06-09,1,Vente,35000.0,,,MONTRILLON,B076,1190.0,Boz,,,010570000A1524,,,,,,,0,,,,,P,prés,,,733.0,,,9,6
2021-1961,2021-06-09,1,Vente,35000.0,,,MONTRILLON,B076,1190.0,Boz,,,010570000A1526,,,,,,,0,,,,,S,sols,,,211.0,,,9,6
2021-1991,2021-06-08,1,Vente,250.0,,,BRUX OUEST,B042,1570.0,Feillens,,,01159000AB0377,,,,,,,0,,,,,S,sols,,,46.0,,,8,6
2021-1993,2021-06-08,1,Vente,50000.0,828.0,,RTE DE BRUX,0056,1570.0,Feillens,,,01159000AB0376,,,,,,,0,1.0,Maison,125.0,5.0,S,sols,,,15.0,,,8,6
2021-2002,2021-06-22,2,Vente,188000.0,346.0,,CHE DE CORVANGEL,0120,1310.0,Saint-Martin-le-Châtel,,,01375000AC0209,,,,,,,0,1.0,Maison,96.0,3.0,,,,,,,,22,6
2021-2002,2021-06-22,2,Vente,188000.0,,,A CORVANGEL,B063,1310.0,Saint-Martin-le-Châtel,,,01375000AC0211,,,,,,,0,,,,,S,sols,,,309.0,,,22,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0195,,,,,,,0,,,,,T,terres,,,595.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0196,,,,,,,0,,,,,T,terres,,,793.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0197,,,,,,,0,,,,,T,terres,,,789.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0198,,,,,,,0,,,,,T,terres,,,727.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0199,,,,,,,0,,,,,T,terres,,,595.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0200,,,,,,,0,,,,,T,terres,,,740.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0201,,,,,,,0,,,,,T,terres,,,532.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0202,,,,,,,0,,,,,T,terres,,,500.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0203,,,,,,,0,,,,,T,terres,,,569.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0204,,,,,,,0,,,,,T,terres,,,680.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0205,,,,,,,0,,,,,T,terres,,,90.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0206,,,,,,,0,,,,,T,terres,,,1318.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0207,,,,,,,0,,,,,T,terres,,,446.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0208,,,,,,,0,,,,,T,terres,,,429.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0209,,,,,,,0,,,,,T,terres,,,590.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0210,,,,,,,0,,,,,T,terres,,,590.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0211,,,,,,,0,,,,,T,terres,,,439.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0212,,,,,,,0,,,,,T,terres,,,1134.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0213,,,,,,,0,,,,,P,prés,,,226.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0214,,,,,,,0,,,,,P,prés,,,90.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0215,,,,,,,0,,,,,P,prés,,,495.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0216,,,,,,,0,,,,,P,prés,,,117.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0217,,,,,,,0,,,,,P,prés,,,122.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0218,,,,,,,0,,,,,P,prés,,,361.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0219,,,,,,,0,,,,,P,prés,,,465.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0220,,,,,,,0,,,,,P,prés,,,87.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,380.0,,RUE DES ADAMS,0115,1340.0,Bresse Vallons,,,01130000AB0221,,,,,,,0,1.0,Maison,80.0,2.0,S,sols,,,65.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,380.0,,RUE DES ADAMS,0115,1340.0,Bresse Vallons,,,01130000AB0221,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,65.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0222,,,,,,,0,,,,,S,sols,,,193.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0223,,,,,,,0,,,,,S,sols,,,188.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0224,,,,,,,0,,,,,S,sols,,,596.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0225,,,,,,,0,,,,,S,sols,,,39.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0226,,,,,,,0,,,,,S,sols,,,585.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0227,,,,,,,0,,,,,S,sols,,,13.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0228,,,,,,,0,,,,,S,sols,,,10.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0229,,,,,,,0,,,,,S,sols,,,30.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0230,,,,,,,0,,,,,S,sols,,,23.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0231,,,,,,,0,,,,,S,sols,,,157.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0232,,,,,,,0,,,,,S,sols,,,938.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0233,,,,,,,0,,,,,S,sols,,,203.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0234,,,,,,,0,,,,,S,sols,,,110.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0235,,,,,,,0,,,,,P,prés,,,784.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0236,,,,,,,0,,,,,P,prés,,,481.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0237,,,,,,,0,,,,,P,prés,,,79.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,5060.0,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0238,,,,,,,0,1.0,Maison,55.0,2.0,S,sols,,,391.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0239,,,,,,,0,,,,,S,sols,,,312.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0240,,,,,,,0,,,,,S,sols,,,178.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0241,,,,,,,0,,,,,S,sols,,,4.0,,,24,6
2021-2019,2021-06-24,2,Vente,360000.0,,,LES ADAMS,B001,1340.0,Bresse Vallons,,,01130000AB0242,,,,,,,0,,,,,S,sols,,,25.0,,,24,6
2021-2035,2021-06-14,1,Vente,130000.0,,,LE CHATELET,B040,1370.0,Saint-Étienne-du-Bois,,,013500000F0491,,,,,,,0,,,,,S,sols,,,5.0,,,14,6
2021-2054,2021-06-17,1,Vente,74000.0,,,LES PETITES GRANGES,B041,1190.0,Pont-de-Vaux,,,01305000AI0180,,,,,,,0,,,,,S,sols,,,1848.0,,,17,6
2021-2055,2021-06-17,2,Vente,111000.0,5540.0,,LES PETITES GRANGES,B041,1190.0,Pont-de-Vaux,,,01305000AI0179,,,,,,,0,1.0,Maison,132.0,4.0,S,sols,,,1267.0,,,17,6
2021-2060,2021-06-18,2,Echange,77.0,,,A CHILOUP,B106,1160.0,Saint-Martin-du-Mont,,,01374000ZM0118,,,,,,,0,,,,,S,sols,,,77.0,,,18,6
2021-2061,2021-06-18,3,Echange,472.0,,,A CHILOUP,B106,1160.0,Saint-Martin-du-Mont,,,01374000ZM0120,,,,,,,0,,,,,S,sols,,,14.0,,,18,6
2021-2061,2021-06-18,3,Echange,472.0,,,A CHILOUP,B106,1160.0,Saint-Martin-du-Mont,,,01374000ZM0121,,,,,,,0,,,,,S,sols,,,126.0,,,18,6
2021-2076,2021-07-01,3,Echange,900.0,,,EN MELIAN,B170,1370.0,Val-Revermont,,,01426000ZH0165,,,,,,,0,,,,,P,prés,,,2563.0,,,1,7
2021-2076,2021-07-01,3,Echange,900.0,,,EN MELIAN,B170,1370.0,Val-Revermont,,,01426000ZH0168,,,,,,,0,,,,,P,prés,,,126.0,,,1,7
2021-2087,2021-07-02,2,Vente,50000.0,,,SAINT JEAN SUR VEYLE,B058,1290.0,Saint-Jean-sur-Veyle,,,013650000C1942,,,,,,,0,,,,,P,prés,,,555.0,,,2,7
2021-2087,2021-07-02,2,Vente,50000.0,,,SAINT JEAN SUR VEYLE,B058,1290.0,Saint-Jean-sur-Veyle,,,013650000C1945,,,,,,,0,,,,,T,terres,,,1163.0,,,2,7
2021-2087,2021-07-02,1,Vente,50000.0,,,SAINT JEAN SUR VEYLE,B058,1290.0,Saint-Jean-sur-Veyle,,,013650000C1943,,,,,,,0,,,,,P,prés,,,659.0,,,2,7
2021-2087,2021-07-02,1,Vente,50000.0,,,SAINT JEAN SUR VEYLE,B058,1290.0,Saint-Jean-sur-Veyle,,,013650000C1946,,,,,,,0,,,,,T,terres,,,1254.0,,,2,7
2021-2109,2021-07-02,2,Vente,154800.0,99.0,,RTE DES SABLONS,0340,1340.0,Bresse Vallons,,,011300000B2162,,,,,,,0,1.0,Maison,110.0,2.0,S,sols,,,1759.0,,,2,7
2021-2109,2021-07-02,2,Vente,154800.0,,,LES PERRETS,B020,1340.0,Bresse Vallons,,,011300000B2165,,,,,,,0,,,,,S,sols,,,141.0,,,2,7
2021-2118,2021-06-11,3,Vente,27000.0,,,AU VILLAGE,B109,1250.0,Revonnas,,,013210000B1339,,,,,,,0,,,,,S,sols,,,45.0,,,11,6
2021-2124,2021-06-11,2,Vente,265000.0,,,ROMANECHE,B029,1250.0,Hautecourt-Romanèche,,,011843270B1358,,,,,,,0,,,,,P,prés,,,50.0,,,11,6
2021-2124,2021-06-11,2,Vente,265000.0,,,ROMANECHE,B029,1250.0,Hautecourt-Romanèche,,,011843270B1359,,,,,,,0,,,,,P,prés,,,178.0,,,11,6
2021-2137,2021-06-18,1,Vente,305000.0,,,A CHILOUP,B106,1160.0,Saint-Martin-du-Mont,,,01374000ZM0118,,,,,,,0,,,,,S,sols,,,77.0,,,18,6
2021-2137,2021-06-18,1,Vente,305000.0,565.0,,CHE DU MULTY,0328,1160.0,Saint-Martin-du-Mont,,,01374000ZM0119,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,2027.0,,,18,6
2021-2137,2021-06-18,1,Vente,305000.0,565.0,,CHE DU MULTY,0328,1160.0,Saint-Martin-du-Mont,,,01374000ZM0119,,,,,,,0,1.0,Maison,134.0,5.0,S,sols,,,2027.0,,,18,6
2021-2137,2021-06-18,1,Vente,305000.0,565.0,,CHE DU MULTY,0328,1160.0,Saint-Martin-du-Mont,,,01374000ZM0119,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,2027.0,,,18,6
2021-2137,2021-06-18,1,Vente,305000.0,565.0,,CHE DU MULTY,0328,1160.0,Saint-Martin-du-Mont,,,01374000ZM0119,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,2027.0,,,18,6
2021-2156,2021-06-29,1,Vente,55000.0,,,LES TEPPES,B097,1380.0,Saint-Cyr-sur-Menthon,,,01343000ZC0346,,,,,,,0,,,,,T,terres,,,24.0,,,29,6
2021-2156,2021-06-29,1,Vente,55000.0,,,LES TEPPES,B097,1380.0,Saint-Cyr-sur-Menthon,,,01343000ZC0351,,,,,,,0,,,,,T,terres,,,41.0,,,29,6
2021-2156,2021-06-29,1,Vente,55000.0,,,LES TEPPES,B097,1380.0,Saint-Cyr-sur-Menthon,,,01343000ZC0355,,,,,,,0,,,,,T,terres,,,674.0,,,29,6
2021-2168,2021-06-25,2,Vente,175000.0,528.0,,CHE DU BOIS DE LA DAME,0025,1340.0,Jayat,,,011960000C2853,,,,,,,0,1.0,Maison,109.0,3.0,,,,,,,,25,6
2021-2176,2021-06-25,2,Echange,720.0,,,LA MORTELLE,B078,1190.0,Boz,,,010570000A1544,,,,,,,0,,,,,S,sols,,,36.0,,,25,6
2021-2177,2021-06-25,3,Echange,3020.0,,,LA MORTELLE,B078,1190.0,Boz,,,010570000A1546,,,,,,,0,,,,,S,sols,,,24.0,,,25,6
2021-2177,2021-06-25,3,Echange,3020.0,,,LA MORTELLE,B078,1190.0,Boz,,,010570000A1548,,,,,,,0,,,,,S,sols,,,127.0,,,25,6
2021-2178,2021-06-18,2,Vente,15000.0,,,LE GRAND PRE,B026,1290.0,Saint-Jean-sur-Veyle,,,013650000C1933,,,,,,,0,,,,,P,prés,,,5000.0,,,18,6
2021-2192,2021-06-25,1,Vente,208440.0,,,LA MORTELLE,B078,1190.0,Boz,,,010570000A1544,,,,,,,0,,,,,S,sols,,,36.0,,,25,6
2021-2192,2021-06-25,1,Vente,208440.0,89.0,,RUE DE LA SAONE,0150,1190.0,Boz,,,010570000A1545,,,,,,,0,1.0,Maison,80.0,3.0,S,sols,,,397.0,,,25,6
2021-2192,2021-06-25,1,Vente,208440.0,89.0,A,RUE DE LA SAONE,0150,1190.0,Boz,,,010570000A1547,,,,,,,0,1.0,Maison,90.0,3.0,S,sols,,,323.0,,,25,6
2021-2199,2021-07-09,2,Vente,280000.0,652.0,,AV DE LYON,0260,1960.0,Péronnas,,,01289000AD0332,,,,,,,0,,,,,AB,terrains a bâtir,,,9.0,,,9,7
2021-2216,2021-07-15,2,Vente,12000.0,,,LA PEUPLONIERE,B103,1250.0,Jasseron,,,011950000D1077,,,,,,,0,,,,,S,sols,,,187.0,,,15,7
2021-2217,2021-06-28,2,Vente,215000.0,300.0,,RUE NUNGESSER ET COLI,0320,1000.0,Saint-Denis-lès-Bourg,,,01344000AI0421,,,,,,,0,1.0,Maison,78.0,4.0,S,sols,,,789.0,,,28,6
2021-2217,2021-06-28,2,Vente,215000.0,300.0,,RUE NUNGESSER ET COLI,0320,1000.0,Saint-Denis-lès-Bourg,,,01344000AI0421,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,789.0,,,28,6
2021-2234,2021-05-31,2,Vente,2025.0,,,LE FORT,B116,1440.0,Viriat,,,01451000BI0233,,,,,,,0,,,,,T,terres,,,81.0,,,31,5
2021-2247,2021-07-02,1,Vente,85000.0,,,SAINT JEAN SUR VEYLE,B058,1290.0,Saint-Jean-sur-Veyle,,,013650000C1941,,,,,,,0,,,,,P,prés,,,1436.0,,,2,7
2021-2247,2021-07-02,1,Vente,85000.0,,,SAINT JEAN SUR VEYLE,B058,1290.0,Saint-Jean-sur-Veyle,,,013650000C1944,,,,,,,0,,,,,T,terres,,,433.0,,,2,7
2021-2259,2021-07-13,2,Vente,900000.0,,,CHAMP DE VIRIAT,B058,1440.0,Viriat,,,01451000AH0358,,,,,,,0,,,,,T,terres,,,23.0,,,13,7
2021-2259,2021-07-13,2,Vente,900000.0,,,CHAMP DE VIRIAT,B058,1440.0,Viriat,,,01451000AH0359,,,,,,,0,,,,,T,terres,,,5278.0,,,13,7
2021-2272,2021-06-30,2,Vente,300000.0,,,DOMAINE DU SUC,B052,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0885,,,,,,,0,,,,,S,sols,,,184.0,,,30,6
2021-2272,2021-06-30,2,Vente,300000.0,,,DOMAINE DU SUC,B052,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0886,,,,,,,0,,,,,S,sols,,,29.0,,,30,6
2021-2272,2021-06-30,2,Vente,300000.0,1810.0,,RTE DU SUC,0050,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0892,,,,,,,0,1.0,Maison,150.0,6.0,S,sols,,,1984.0,,,30,6
