id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,nom_commune,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,lot1_surface_carrez,lot2_surface_carrez,lot3_surface_carrez,lot4_surface_carrez,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,day_mutation,month_mutation
2021-104809,2021-02-08,1,Vente,14000.0,76.0,,AV MAL FOCH,5679,13004.0,Marseille 4e Arrondissement,,,132048150K0086,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.404633,43.296973,8,2
2021-104809,2021-02-08,1,Vente,14000.0,76.0,,AV MAL FOCH,5679,13004.0,Marseille 4e Arrondissement,,,132048150K0086,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.404633,43.296973,8,2
2021-104810,2021-02-05,1,Vente,81000.0,47.0,,RUE PIERRE ALBRAND,7126,13002.0,Marseille 2e Arrondissement,,,132028100B0120,,33.31,,,,,2,2.0,Appartement,33.0,1.0,,,,,,5.370474,43.307893,5,2
2021-104811,2021-02-03,1,Vente,56000.0,49.0,,BD GLACIERE,4132,13014.0,Marseille 14e Arrondissement,,,132148910B0166,,57.45,,,,,2,3.0,Dépendance,,0.0,,,,,,5.388585,43.318023,3,2
2021-104811,2021-02-03,1,Vente,56000.0,49.0,,BD GLACIERE,4132,13014.0,Marseille 14e Arrondissement,,,132148910B0166,,57.45,,,,,2,2.0,Appartement,57.0,3.0,,,,,,5.388585,43.318023,3,2
2021-104812,2021-02-01,1,Vente,85960.0,69.0,,RUE FRANCIS-DAVSO,3691,13001.0,Marseille 1er Arrondissement,,,132018040B0298,,25.0,,,,,1,2.0,Appartement,60.0,2.0,,,,,,5.375479,43.292803,1,2
2021-104813,2021-02-04,1,Vente en l'état futur d'achèvement,413000.0,22.0,,BD DES GRANDS PINS,4238,13015.0,Marseille 15e Arrondissement,,,132158970I0350,,,,,,,0,,,,,S,sols,,,409.0,,,4,2
2021-104814,2021-01-25,1,Vente,26000.0,293.0,,BD CHAVE,2193,13004.0,Marseille 4e Arrondissement,,,132048150K0145,,20.05,,,,,1,4.0,Local industriel. commercial ou assimilé,20.0,0.0,,,,,,5.405048,43.29633,25,1
2021-104815,2021-02-08,1,Vente,112875.0,24.0,,AV CLAUDE MONET,2347,13014.0,Marseille 14e Arrondissement,,,132148940D0081,,64.51,,,,,1,3.0,Dépendance,,0.0,,,,,,5.393957,43.32368,8,2
2021-104815,2021-02-08,1,Vente,112875.0,24.0,,AV CLAUDE MONET,2347,13014.0,Marseille 14e Arrondissement,,,132148940D0081,,64.51,,,,,1,2.0,Appartement,64.0,3.0,,,,,,5.393957,43.32368,8,2
2021-104815,2021-02-08,1,Vente,112875.0,24.0,,AV CLAUDE MONET,2347,13014.0,Marseille 14e Arrondissement,,,132148940D0081,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.393957,43.32368,8,2
2021-104816,2021-02-11,1,Vente,12000.0,20.0,,AV PROSPER MERIMEE,7586,13014.0,Marseille 14e Arrondissement,,,132148940C0045,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.398092,43.327881,11,2
2021-104816,2021-02-11,1,Vente,12000.0,20.0,,AV PROSPER MERIMEE,7586,13014.0,Marseille 14e Arrondissement,,,132148940C0045,,,,,,,1,2.0,Appartement,79.0,4.0,,,,,,5.398092,43.327881,11,2
2021-104816,2021-02-11,1,Vente,12000.0,20.0,,AV PROSPER MERIMEE,7586,13014.0,Marseille 14e Arrondissement,,,132148940C0045,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.398092,43.327881,11,2
2021-104817,2021-02-15,1,Vente,117000.0,57.0,,BD FIGUIERE,3485,13004.0,Marseille 4e Arrondissement,,,132048160C0102,,68.26,,,,,1,2.0,Appartement,72.0,3.0,,,,,,5.407307,43.310562,15,2
2021-104818,2021-01-27,1,Vente,239000.0,44.0,,CHE DU VALLON DES PINS,9371,13015.0,Marseille 15e Arrondissement,,,132159040K0177,,,,,,,0,1.0,Maison,76.0,4.0,S,sols,,,113.0,5.368673,43.373243,27,1
2021-104819,2021-01-27,1,Vente,347000.0,39.0,,CHE DE MOZAMBIQUE,6405,13016.0,Marseille 16e Arrondissement,,,132169110I0196,,,,,,,1,1.0,Maison,47.0,2.0,,,,,,5.331686,43.354695,27,1
2021-104819,2021-01-27,1,Vente,347000.0,39.0,,CHE DE MOZAMBIQUE,6405,13016.0,Marseille 16e Arrondissement,,,132169110I0196,,,,,,,1,1.0,Maison,65.0,4.0,,,,,,5.331686,43.354695,27,1
2021-104820,2021-02-08,1,Vente,265000.0,54.0,,BD CAMILLE FLAMMARION,1619,13001.0,Marseille 1er Arrondissement,,,132018050C0171,,87.06,,,,,2,3.0,Dépendance,,0.0,,,,,,5.392386,43.305448,8,2
2021-104820,2021-02-08,1,Vente,265000.0,54.0,,BD CAMILLE FLAMMARION,1619,13001.0,Marseille 1er Arrondissement,,,132018050C0171,,87.06,,,,,2,2.0,Appartement,86.0,3.0,,,,,,5.392386,43.305448,8,2
2021-104821,2021-01-28,1,Vente,77000.0,31.0,,BD LOUIS GUICHOUX,5427,13014.0,Marseille 14e Arrondissement,,,132148920H0217,,64.82,,,,,1,4.0,Local industriel. commercial ou assimilé,75.0,0.0,,,,,,5.376971,43.325693,28,1
2021-104822,2021-02-05,1,Vente,100000.0,2.0,,IMP PAUTRIER,6931,13004.0,Marseille 4e Arrondissement,,,132048170I0114,,46.12,,,,,1,2.0,Appartement,46.0,2.0,,,,,,5.394071,43.314056,5,2
2021-104823,2021-02-09,1,Vente,240000.0,5.0,,BD LOUIS BOVET,5404,13014.0,Marseille 14e Arrondissement,,,132148900C0214,,,,,,,1,1.0,Maison,92.0,5.0,,,,,,5.382155,43.331489,9,2
2021-104824,2021-02-10,1,Vente,443700.0,7.0,,LOT SAINTE ANNE,A818,13015.0,Marseille 15e Arrondissement,,,132159030A0628,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,614.0,5.353565,43.381737,10,2
2021-104824,2021-02-10,1,Vente,443700.0,7.0,,LOT SAINTE ANNE,A818,13015.0,Marseille 15e Arrondissement,,,132159030A0628,,,,,,,0,1.0,Maison,96.0,4.0,S,sols,,,614.0,5.353565,43.381737,10,2
2021-104825,2021-02-11,1,Vente en l'état futur d'achèvement,219000.0,9.0,,AV DE SAINT-BARNABE,8255,13004.0,Marseille 4e Arrondissement,,,132048150C0005,,,,,,,1,,,,,,,,,,5.407258,43.304768,11,2
2021-104825,2021-02-11,1,Vente en l'état futur d'achèvement,219000.0,9.0,,AV DE SAINT-BARNABE,8255,13004.0,Marseille 4e Arrondissement,,,132048150C0005,,,,,,,1,,,,,,,,,,5.407258,43.304768,11,2
2021-104826,2021-02-11,1,Vente,143900.0,14.0,,RUE FELICITE BEAUDIN,3403,13004.0,Marseille 4e Arrondissement,,,132048170E0076,,,50.0,,,,2,3.0,Dépendance,,0.0,,,,,,5.393038,43.307428,11,2
2021-104826,2021-02-11,1,Vente,143900.0,14.0,,RUE FELICITE BEAUDIN,3403,13004.0,Marseille 4e Arrondissement,,,132048170E0076,,,50.0,,,,2,2.0,Appartement,49.0,2.0,,,,,,5.393038,43.307428,11,2
2021-104826,2021-02-11,1,Vente,143900.0,32.0,,RUE BENEDIT,1054,13004.0,Marseille 4e Arrondissement,,,132048170E0076,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.393038,43.307428,11,2
2021-104827,2021-02-09,1,Vente,17000.0,78.0,,RUE CHEVALIER PAUL,2228,13002.0,Marseille 2e Arrondissement,,,132028100A0018,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.369321,43.309725,9,2
2021-104828,2021-02-11,1,Vente en l'état futur d'achèvement,515000.0,,,RUE DE RUFFI,8194,13002.0,Marseille 2e Arrondissement,,,132028070D0148,,,,,,,1,,,,,,,,,,5.368709,43.315072,11,2
2021-104828,2021-02-11,1,Vente en l'état futur d'achèvement,515000.0,,,RUE DE RUFFI,8194,13002.0,Marseille 2e Arrondissement,,,132028070D0148,,,,,,,1,,,,,,,,,,5.368709,43.315072,11,2
2021-104829,2021-01-27,1,Vente,76000.0,381.0,,CHE MADRAGUE VILLE,5546,13015.0,Marseille 15e Arrondissement,,,132159000D0040,,60.74,,,,,2,3.0,Dépendance,,0.0,,,,,,5.353587,43.33906,27,1
2021-104829,2021-01-27,1,Vente,76000.0,381.0,,CHE MADRAGUE VILLE,5546,13015.0,Marseille 15e Arrondissement,,,132159000D0040,,60.74,,,,,2,3.0,Dépendance,,0.0,,,,,,5.353587,43.33906,27,1
2021-104829,2021-01-27,1,Vente,76000.0,381.0,,CHE MADRAGUE VILLE,5546,13015.0,Marseille 15e Arrondissement,,,132159000D0040,,60.74,,,,,2,2.0,Appartement,55.0,1.0,,,,,,5.353587,43.33906,27,1
2021-104830,2021-01-18,1,Vente,109250.0,8.0,,RUE D AUBAGNE,0576,13001.0,Marseille 1er Arrondissement,,,132018030A0081,,57.36,,,,,1,2.0,Appartement,50.0,2.0,,,,,,5.378718,43.295628,18,1
2021-104831,2021-01-15,1,Vente,125000.0,71.0,,RUE HONNORAT,4487,13003.0,Marseille 3e Arrondissement,,,132038120C0079,,58.12,,,,,1,3.0,Dépendance,,0.0,,,,,,5.383397,43.305539,15,1
2021-104831,2021-01-15,1,Vente,125000.0,71.0,,RUE HONNORAT,4487,13003.0,Marseille 3e Arrondissement,,,132038120C0079,,58.12,,,,,1,2.0,Appartement,60.0,2.0,,,,,,5.383397,43.305539,15,1
2021-104832,2021-01-28,1,Vente,100000.0,5006.0,F,RES LES BORELS,A161,13015.0,Marseille 15e Arrondissement,,,132158980E0094,,,,,,,2,2.0,Appartement,62.0,3.0,,,,,,5.362554,43.364233,28,1
2021-104832,2021-01-28,1,Vente,100000.0,5006.0,F,RES LES BORELS,A161,13015.0,Marseille 15e Arrondissement,,,132158980E0094,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.362554,43.364233,28,1
2021-104833,2021-01-28,1,Vente,175000.0,5101.0,F,RUE FORTUNE CHAILLAN 1801 1840,3646,13015.0,Marseille 15e Arrondissement,,,132159070A0014,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,223.0,5.359972,43.363768,28,1
2021-104834,2021-02-05,1,Vente en l'état futur d'achèvement,280000.0,9.0,,AV DE SAINT-BARNABE,8255,13004.0,Marseille 4e Arrondissement,,,132048150C0005,,,,,,,1,,,,,,,,,,5.407258,43.304768,5,2
2021-104834,2021-02-05,1,Vente en l'état futur d'achèvement,280000.0,9.0,,AV DE SAINT-BARNABE,8255,13004.0,Marseille 4e Arrondissement,,,132048150C0005,,,,,,,1,,,,,,,,,,5.407258,43.304768,5,2
2021-104835,2021-02-04,1,Vente,240000.0,7.0,,IMP FERNAND GUIGOU,3446,13014.0,Marseille 14e Arrondissement,,,132148910D0138,,62.5,,,,,2,2.0,Appartement,67.0,2.0,,,,,,5.381887,43.318382,4,2
2021-104836,2021-01-27,1,Vente,100000.0,255.0,,CHE MADRAGUE VILLE,5546,13015.0,Marseille 15e Arrondissement,,,132158990L0147,,,,,,,1,1.0,Maison,80.0,3.0,,,,,,5.358268,43.333462,27,1
2021-104837,2021-01-29,1,Vente,54100.0,121.0,,BD NATIONAL,6461,13003.0,Marseille 3e Arrondissement,,,132038120C0084,,21.61,,,,,1,4.0,Local industriel. commercial ou assimilé,21.0,0.0,,,,,,5.381806,43.306897,29,1
2021-104838,2021-02-10,1,Vente,62000.0,58.0,,RUE DU GENIE,4032,13003.0,Marseille 3e Arrondissement,,,132038110I0024,,33.25,,,,,1,2.0,Appartement,40.0,1.0,,,,,,5.382694,43.308096,10,2
2021-104839,2021-01-28,1,Vente,11000.0,5.0,,AV DU MERLAN,5989,13014.0,Marseille 14e Arrondissement,,,132148930E0093,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,5.405731,43.331855,28,1
2021-104839,2021-01-28,1,Vente,11000.0,5.0,,AV DU MERLAN,5989,13014.0,Marseille 14e Arrondissement,,,132148930E0093,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.405731,43.331855,28,1
2021-104840,2021-01-25,1,Vente,313000.0,68.0,,BD DES DAMES,2688,13002.0,Marseille 2e Arrondissement,,,132028100C0111,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.369533,43.302692,25,1
2021-104840,2021-01-25,1,Vente,313000.0,68.0,,BD DES DAMES,2688,13002.0,Marseille 2e Arrondissement,,,132028100C0111,,,,,,,1,2.0,Appartement,84.0,3.0,,,,,,5.369533,43.302692,25,1
2021-104841,2021-01-25,1,Vente,134000.0,17.0,,RUE BERNARD,1115,13003.0,Marseille 3e Arrondissement,,,132038110M0112,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.385984,43.310676,25,1
2021-104841,2021-01-25,1,Vente,134000.0,17.0,,RUE BERNARD,1115,13003.0,Marseille 3e Arrondissement,,,132038110M0112,,,,,,,2,2.0,Appartement,75.0,4.0,,,,,,5.385984,43.310676,25,1
2021-104842,2021-02-08,1,Vente,149000.0,17.0,,BD GEORGES CLEMENCEAU,4041,13004.0,Marseille 4e Arrondissement,,,132048180E0161,,47.55,,,,,1,2.0,Appartement,50.0,3.0,,,,,,5.397848,43.300743,8,2
2021-104842,2021-02-08,1,Vente,149000.0,17.0,,BD GEORGES CLEMENCEAU,4041,13004.0,Marseille 4e Arrondissement,,,132048180E0161,,47.55,,,,,1,3.0,Dépendance,,0.0,,,,,,5.397848,43.300743,8,2
2021-104843,2021-02-12,1,Vente,329000.0,2.0,,IMP SAINT HUGUES,8331,13004.0,Marseille 4e Arrondissement,,,132048150I0094,,,,,,,3,2.0,Appartement,81.0,3.0,,,,,,5.408809,43.298723,12,2
2021-104844,2021-01-25,1,Vente,153000.0,8.0,,RUE BARBAROUX,0744,13001.0,Marseille 1er Arrondissement,,,132018060B0074,,63.41,,,,,2,3.0,Dépendance,,0.0,,,,,,5.385622,43.298596,25,1
2021-104844,2021-01-25,1,Vente,153000.0,8.0,,RUE BARBAROUX,0744,13001.0,Marseille 1er Arrondissement,,,132018060B0074,,63.41,,,,,2,2.0,Appartement,62.0,3.0,,,,,,5.385622,43.298596,25,1
2021-104845,2021-01-27,1,Vente,65000.0,56.0,,AV EDOUARD VAILLANT,3026,13003.0,Marseille 3e Arrondissement,,,132038130K0192,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.380099,43.315334,27,1
2021-104845,2021-01-27,1,Vente,65000.0,56.0,,AV EDOUARD VAILLANT,3026,13003.0,Marseille 3e Arrondissement,,,132038130K0192,,,,,,,2,2.0,Appartement,56.0,3.0,,,,,,5.380099,43.315334,27,1
2021-104846,2021-02-01,1,Vente,150610.0,1.0,,RUE BRETEUIL,1449,13001.0,Marseille 1er Arrondissement,,,132018040B0295,,32.47,,,,,1,4.0,Local industriel. commercial ou assimilé,90.0,0.0,,,,,,5.374973,43.292759,1,2
2021-104847,2021-02-04,1,Vente,78000.0,2.0,A,RUE DE L'HOTEL DIEU,4522,13002.0,Marseille 2e Arrondissement,,,132028090B0053,,,23.72,,,,2,3.0,Dépendance,,0.0,,,,,,5.368991,43.298226,4,2
2021-104847,2021-02-04,1,Vente,78000.0,2.0,A,RUE DE L'HOTEL DIEU,4522,13002.0,Marseille 2e Arrondissement,,,132028090B0053,,,23.72,,,,2,2.0,Appartement,38.0,1.0,,,,,,5.368991,43.298226,4,2
2021-104848,2021-02-04,1,Vente,51000.0,15.0,,RUE GUIBAL,4295,13003.0,Marseille 3e Arrondissement,,,132038110I0062,,22.75,,,,,1,2.0,Appartement,22.0,1.0,,,,,,5.384525,43.306365,4,2
2021-104849,2021-02-10,1,Vente,140000.0,4.0,,RUE D ALEXANDRIE,0189,13015.0,Marseille 15e Arrondissement,,,132158990D0087,,,,,,,0,1.0,Maison,39.0,2.0,S,sols,,,97.0,5.36216,43.332106,10,2
2021-104850,2021-02-09,1,Vente en l'état futur d'achèvement,139296.0,1.0,,IMP DES TAMARINS,8904,13003.0,Marseille 3e Arrondissement,,,132038140A0070,,,,,,,1,,,,,,,,,,5.371834,43.311985,9,2
2021-104850,2021-02-09,1,Vente en l'état futur d'achèvement,139296.0,1.0,,IMP DES TAMARINS,8904,13003.0,Marseille 3e Arrondissement,,,132038140A0070,,,,,,,1,,,,,,,,,,5.371834,43.311985,9,2
2021-104851,2021-01-26,1,Vente,228000.0,13.0,,RUE SAINTE-SOPHIE,8575,13004.0,Marseille 4e Arrondissement,,,132048160D0134,,96.85,,,,,1,2.0,Appartement,87.0,3.0,,,,,,5.402878,43.307011,26,1
2021-104851,2021-01-26,1,Vente,228000.0,6.0,,RUE SAINTE-SOPHIE,8575,13004.0,Marseille 4e Arrondissement,,,132048160D0362,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.403145,43.306755,26,1
2021-104852,2021-01-28,1,Vente,89000.0,57.0,,RUE DES PETITES MARIES,7051,13001.0,Marseille 1er Arrondissement,,,132018010B0057,,32.0,,,,,1,2.0,Appartement,36.0,2.0,,,,,,5.379111,43.301749,28,1
2021-104852,2021-01-28,1,Vente,89000.0,57.0,,RUE DES PETITES MARIES,7051,13001.0,Marseille 1er Arrondissement,,,132018010B0057,,42.0,,,,,1,4.0,Local industriel. commercial ou assimilé,43.0,0.0,,,,,,5.379111,43.301749,28,1
2021-104853,2021-01-22,1,Vente,283000.0,2.0,,PL MARECHAL FOCH,5681,13004.0,Marseille 4e Arrondissement,,,132048180E0169,,105.31,,,,,1,2.0,Appartement,95.0,5.0,,,,,,5.397744,43.301637,22,1
2021-104853,2021-01-22,1,Vente,283000.0,2.0,,PL MARECHAL FOCH,5681,13004.0,Marseille 4e Arrondissement,,,132048180E0169,,105.31,,,,,1,3.0,Dépendance,,0.0,,,,,,5.397744,43.301637,22,1
2021-104853,2021-01-22,1,Vente,283000.0,2.0,,PL MARECHAL FOCH,5681,13004.0,Marseille 4e Arrondissement,,,132048180E0169,,105.31,,,,,1,3.0,Dépendance,,0.0,,,,,,5.397744,43.301637,22,1
2021-104854,2021-02-05,1,Vente,110000.0,162.0,,AV DES CHARTREUX,2128,13004.0,Marseille 4e Arrondissement,,,132048160E0118,,46.49,,,,,1,2.0,Appartement,40.0,2.0,,,,,,5.400711,43.308766,5,2
2021-104854,2021-02-05,1,Vente,110000.0,162.0,,AV DES CHARTREUX,2128,13004.0,Marseille 4e Arrondissement,,,132048160E0118,,46.49,,,,,1,3.0,Dépendance,,0.0,,,,,,5.400711,43.308766,5,2
2021-104855,2021-02-01,1,Vente,134000.0,56.0,,AV DES CHUTES LAVIE,2261,13004.0,Marseille 4e Arrondissement,,,132048170C0166,,39.75,,,,,1,2.0,Appartement,39.0,2.0,,,,,,5.396493,43.312203,1,2
2021-104856,2021-01-19,1,Vente,83500.0,16.0,,RUE DE L ARC,0471,13001.0,Marseille 1er Arrondissement,,,132018030B0057,,32.08,,,,,1,2.0,Appartement,30.0,2.0,,,,,,5.380151,43.294297,19,1
2021-104857,2021-02-12,1,Vente,27500.0,358.0,,CHE DU LITTORAL,5322,13015.0,Marseille 15e Arrondissement,,,132159000A0037,,,,,,,3,3.0,Dépendance,,0.0,,,,,,5.347867,43.347858,12,2
2021-104857,2021-02-12,1,Vente,27500.0,358.0,,CHE DU LITTORAL,5322,13015.0,Marseille 15e Arrondissement,,,132159000A0037,,,,,,,3,2.0,Appartement,55.0,3.0,,,,,,5.347867,43.347858,12,2
2021-104858,2021-01-28,1,Vente,65000.0,30.0,,RUE SAINT-ANDRE,8243,13014.0,Marseille 14e Arrondissement,,,132148910H0014,,,,,,,1,2.0,Appartement,68.0,3.0,,,,,,5.38161,43.320644,28,1
2021-104858,2021-01-28,1,Vente,65000.0,30.0,,RUE SAINT-ANDRE,8243,13014.0,Marseille 14e Arrondissement,,,132148910H0014,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.38161,43.320644,28,1
2021-104859,2021-02-03,1,Vente,133200.0,37.0,,RUE JEAN-FRANCOIS LECA,4736,13002.0,Marseille 2e Arrondissement,,,132028100E0012,,48.08,,,,,1,2.0,Appartement,52.0,3.0,,,,,,5.365004,43.302133,3,2
2021-104860,2021-01-25,1,Vente,53000.0,21.0,,RUE JEAN ROQUE,4788,13001.0,Marseille 1er Arrondissement,,,132018030B0169,,36.13,,,,,1,2.0,Appartement,38.0,1.0,,,,,,5.381354,43.294869,25,1
2021-104861,2021-02-12,1,Vente,11000.0,50.0,,BD DAHDAH,2676,13004.0,Marseille 4e Arrondissement,,,132048170H0144,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.39562,43.310036,12,2
2021-104861,2021-02-12,1,Vente,11000.0,50.0,,BD DAHDAH,2676,13004.0,Marseille 4e Arrondissement,,,132048170H0144,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.39562,43.310036,12,2
2021-104861,2021-02-12,1,Vente,11000.0,50.0,,BD DAHDAH,2676,13004.0,Marseille 4e Arrondissement,,,132048170H0144,,,,,,,1,2.0,Appartement,89.0,4.0,,,,,,5.39562,43.310036,12,2
2021-104861,2021-02-12,1,Vente,11000.0,50.0,,BD DAHDAH,2676,13004.0,Marseille 4e Arrondissement,,,132048170H0144,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.39562,43.310036,12,2
2021-104862,2021-02-09,1,Vente,112000.0,47.0,,CR DE FONTAINIEU,3586,13014.0,Marseille 14e Arrondissement,,,132148950H0172,,,59.81,,,,2,2.0,Appartement,59.0,3.0,,,,,,5.37843,43.349815,9,2
2021-104862,2021-02-09,1,Vente,112000.0,47.0,,CR DE FONTAINIEU,3586,13014.0,Marseille 14e Arrondissement,,,132148950H0172,,,59.81,,,,2,3.0,Dépendance,,0.0,,,,,,5.37843,43.349815,9,2
2021-104863,2021-02-11,1,Vente en l'état futur d'achèvement,370000.0,,,RUE DE RUFFI,8194,13002.0,Marseille 2e Arrondissement,,,132028070D0148,,,,,,,1,,,,,,,,,,5.368709,43.315072,11,2
2021-104863,2021-02-11,1,Vente en l'état futur d'achèvement,370000.0,,,RUE DE RUFFI,8194,13002.0,Marseille 2e Arrondissement,,,132028070D0148,,,,,,,1,,,,,,,,,,5.368709,43.315072,11,2
2021-104864,2021-02-08,1,Vente,84000.0,38.0,,RUE VILLENEUVE,9578,13001.0,Marseille 1er Arrondissement,,,132018020A0126,,36.74,,,,,1,3.0,Dépendance,,0.0,,,,,,5.382681,43.301675,8,2
2021-104864,2021-02-08,1,Vente,84000.0,38.0,,RUE VILLENEUVE,9578,13001.0,Marseille 1er Arrondissement,,,132018020A0126,,36.74,,,,,1,2.0,Appartement,37.0,1.0,,,,,,5.382681,43.301675,8,2
2021-104865,2021-01-26,1,Vente,230000.0,16.0,,RUE MALLOT,5602,13016.0,Marseille 16e Arrondissement,,,132169080L0192,,63.32,,,,,1,1.0,Maison,58.0,3.0,,,,,,5.313704,43.362323,26,1
2021-104866,2021-02-01,1,Vente,80000.0,2.0,,RUE DE FORBIN,3595,13003.0,Marseille 3e Arrondissement,,,132038140D0040,,,41.68,,,,2,3.0,Dépendance,,0.0,,,,,,5.372722,43.306595,1,2
2021-104866,2021-02-01,1,Vente,80000.0,2.0,,RUE DE FORBIN,3595,13003.0,Marseille 3e Arrondissement,,,132038140D0040,,,41.68,,,,2,2.0,Appartement,44.0,2.0,,,,,,5.372722,43.306595,1,2
2021-104867,2021-02-11,1,Vente,74000.0,7.0,,BD MEYER,6013,13004.0,Marseille 4e Arrondissement,,,132048160A0010,,,33.2,,,,2,2.0,Appartement,34.0,2.0,,,,,,5.403134,43.313617,11,2
2021-104868,2021-01-25,1,Vente,45000.0,29.0,,RUE DE LA PALUD,6757,13001.0,Marseille 1er Arrondissement,,,132018030B0052,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.379772,43.294061,25,1
2021-104868,2021-01-25,1,Vente,45000.0,29.0,,RUE DE LA PALUD,6757,13001.0,Marseille 1er Arrondissement,,,132018030B0052,,,,,,,1,4.0,Local industriel. commercial ou assimilé,21.0,0.0,,,,,,5.379772,43.294061,25,1
2021-104869,2021-02-05,1,Vente,95000.0,24.0,,PL DES MOULINS,6358,13002.0,Marseille 2e Arrondissement,,,132028090A0189,,,,,,,1,2.0,Appartement,30.0,2.0,,,,,,5.368416,43.298291,5,2
2021-104870,2021-01-27,1,Vente,120000.0,101.0,,CHE DE SAINT LOUIS AU ROVE,8397,13015.0,Marseille 15e Arrondissement,,,132159050N0001,,,,,,,1,2.0,Appartement,58.0,3.0,,,,,,5.353077,43.349764,27,1
2021-104871,2021-02-05,1,Vente,9000.0,5005.0,F,RES VAL PINS,A949,13015.0,Marseille 15e Arrondissement,,,132159040L0247,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.362589,43.370692,5,2
2021-104872,2021-02-12,1,Vente,55000.0,90.0,,BD CHARLES MORETTI,2095,13014.0,Marseille 14e Arrondissement,,,132148910B0102,,,,,,,2,2.0,Appartement,65.0,4.0,,,,,,5.385083,43.323177,12,2
2021-104872,2021-02-12,1,Vente,55000.0,90.0,,BD CHARLES MORETTI,2095,13014.0,Marseille 14e Arrondissement,,,132148910B0102,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.385083,43.323177,12,2
2021-104873,2021-02-11,1,Vente,65000.0,213.0,,BD NATIONAL,6461,13003.0,Marseille 3e Arrondissement,,,132038120A0276,,,,,,,1,2.0,Appartement,83.0,4.0,,,,,,5.37916,43.309759,11,2
2021-104874,2021-02-11,1,Vente,18000.0,34.0,,BD ISIDORE DAGNAN,4601,13004.0,Marseille 4e Arrondissement,,,132048170D0139,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.395556,43.30922,11,2
2021-104875,2021-01-28,1,Vente,89000.0,2.0,,RUE DES FEUILLANTS,3462,13001.0,Marseille 1er Arrondissement,,,132018030A0133,,40.68,,,,,1,2.0,Appartement,38.0,1.0,,,,,,5.378585,43.296447,28,1
2021-104876,2021-02-09,1,Vente,10000.0,45.0,,RUE FORTUNE JOURDAN,3647,13003.0,Marseille 3e Arrondissement,,,132038110M0071,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.386786,43.311404,9,2
2021-104877,2021-02-08,1,Vente,50000.0,81.0,,RUE CLOVIS HUGUES,2373,13003.0,Marseille 3e Arrondissement,,,132038110H0003,,,,,,,1,2.0,Appartement,28.0,2.0,,,,,,5.384361,43.311117,8,2
2021-104878,2021-02-11,1,Vente,118000.0,5001.0,,CITE BEAUSOLEIL B ROUX PR,A121,13004.0,Marseille 4e Arrondissement,,,132048150B0028,,42.26,,,,,2,2.0,Appartement,44.0,2.0,,,,,,5.407849,43.308658,11,2
2021-104879,2021-02-11,1,Vente,280600.0,30.0,,AV ROBERT SCHUMAN,7954,13002.0,Marseille 2e Arrondissement,,,132028100E0027,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.366746,43.3017,11,2
2021-104879,2021-02-11,1,Vente,280600.0,30.0,,AV ROBERT SCHUMAN,7954,13002.0,Marseille 2e Arrondissement,,,132028100E0027,,,,,,,1,2.0,Appartement,74.0,3.0,,,,,,5.366746,43.3017,11,2
2021-104880,2021-01-21,1,Vente,173000.0,6.0,,RUE CAPAZZA,1710,13004.0,Marseille 4e Arrondissement,,,132048180E0050,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.400451,43.300784,21,1
2021-104880,2021-01-21,1,Vente,173000.0,6.0,,RUE CAPAZZA,1710,13004.0,Marseille 4e Arrondissement,,,132048180E0050,,,,,,,2,2.0,Appartement,85.0,3.0,,,,,,5.400451,43.300784,21,1
